File exported using Electropherogram Manipulator,,
,,
,,
Data File:,003 150 nM AlkB.asc.csv,
410,,
386,,
386,,
442,,
467,,
467,,
402,,
324,,
256,,
200,,
148,,
103,,
103,,
104,,
172,,
265,,
344,,
344,,
327,,
261,,
206,,
172,,
168,,
168,,
203,,
254,,
311,,
368,,
418,,
437,,
437,,
386,,
313,,
249,,
213,,
197,,
179,,
150,,
118,,
83,,
36,,
-14,,
-25,,
-25,,
3,,
21,,
32,,
52,,
79,,
101,,
109,,
111,,
120,,
148,,
189,,
228,,
255,,
273,,
273,,
260,,
204,,
128,,
74,,
74,,
100,,
147,,
183,,
185,,
185,,
153,,
106,,
63,,
63,,
89,,
173,,
262,,
294,,
294,,
245,,
204,,
204,,
209,,
226,,
226,,
205,,
168,,
133,,
133,,
138,,
183,,
233,,
262,,
262,,
249,,
249,,
265,,
298,,
326,,
326,,
319,,
296,,
275,,
258,,
243,,
225,,
203,,
188,,
185,,
184,,
172,,
145,,
110,,
78,,
78,,
92,,
141,,
180,,
180,,
139,,
78,,
30,,
30,,
32,,
33,,
33,,
-8,,
-33,,
-33,,
40,,
142,,
216,,
224,,
224,,
210,,
210,,
216,,
227,,
227,,
216,,
190,,
167,,
165,,
165,,
179,,
211,,
266,,
315,,
315,,
279,,
217,,
152,,
84,,
26,,
26,,
28,,
67,,
95,,
114,,
146,,
201,,
273,,
349,,
410,,
431,,
431,,
390,,
339,,
293,,
244,,
179,,
117,,
117,,
117,,
159,,
182,,
185,,
185,,
185,,
173,,
145,,
103,,
53,,
0,,
-38,,
-38,,
22,,
121,,
197,,
197,,
187,,
187,,
195,,
265,,
340,,
389,,
389,,
374,,
315,,
236,,
154,,
89,,
89,,
103,,
186,,
258,,
258,,
217,,
217,,
224,,
302,,
373,,
373,,
356,,
290,,
232,,
188,,
135,,
58,,
-34,,
-115,,
-132,,
-132,,
-54,,
46,,
129,,
164,,
164,,
138,,
138,,
138,,
177,,
220,,
253,,
276,,
293,,
310,,
324,,
324,,
303,,
256,,
203,,
169,,
161,,
160,,
140,,
96,,
76,,
76,,
138,,
213,,
265,,
265,,
238,,
171,,
118,,
118,,
131,,
164,,
195,,
216,,
216,,
185,,
141,,
120,,
120,,
139,,
153,,
153,,
127,,
87,,
55,,
55,,
89,,
133,,
136,,
136,,
85,,
26,,
-18,,
-18,,
-4,,
41,,
79,,
102,,
132,,
177,,
187,,
187,,
119,,
55,,
55,,
74,,
127,,
167,,
188,,
188,,
186,,
171,,
157,,
157,,
168,,
182,,
187,,
192,,
207,,
216,,
216,,
182,,
180,,
180,,
241,,
308,,
358,,
373,,
373,,
318,,
224,,
124,,
54,,
38,,
38,,
62,,
97,,
144,,
190,,
222,,
222,,
187,,
105,,
16,,
6,,
6,,
109,,
231,,
302,,
302,,
236,,
178,,
178,,
224,,
283,,
305,,
305,,
286,,
286,,
312,,
357,,
374,,
374,,
304,,
199,,
103,,
78,,
78,,
137,,
193,,
222,,
222,,
215,,
215,,
219,,
242,,
279,,
330,,
383,,
421,,
437,,
437,,
414,,
370,,
312,,
244,,
170,,
99,,
41,,
24,,
24,,
87,,
183,,
290,,
396,,
479,,
479,,
466,,
367,,
252,,
165,,
149,,
149,,
164,,
164,,
106,,
45,,
45,,
46,,
118,,
214,,
300,,
352,,
372,,
379,,
381,,
381,,
350,,
285,,
211,,
166,,
166,,
174,,
174,,
177,,
178,,
213,,
262,,
300,,
310,,
310,,
289,,
250,,
192,,
122,,
58,,
51,,
51,,
103,,
149,,
184,,
239,,
348,,
500,,
636,,
637,,
637,,
513,,
384,,
300,,
300,,
335,,
420,,
489,,
489,,
443,,
371,,
345,,
345,,
349,,
349,,
278,,
193,,
161,,
161,,
211,,
253,,
253,,
208,,
124,,
43,,
36,,
36,,
100,,
166,,
212,,
246,,
286,,
332,,
371,,
382,,
382,,
335,,
272,,
229,,
229,,
253,,
289,,
325,,
358,,
387,,
415,,
448,,
452,,
452,,
406,,
367,,
351,,
347,,
336,,
330,,
330,,
330,,
328,,
288,,
233,,
213,,
213,,
265,,
310,,
310,,
278,,
215,,
151,,
127,,
127,,
195,,
274,,
321,,
334,,
336,,
336,,
317,,
275,,
222,,
172,,
143,,
143,,
171,,
171,,
166,,
122,,
103,,
103,,
161,,
241,,
303,,
303,,
288,,
246,,
238,,
238,,
287,,
352,,
397,,
397,,
345,,
264,,
182,,
112,,
53,,
-1,,
-44,,
-52,,
-52,,
-11,,
53,,
125,,
175,,
175,,
174,,
174,,
186,,
208,,
208,,
208,,
197,,
197,,
232,,
285,,
331,,
362,,
380,,
380,,
350,,
307,,
305,,
305,,
346,,
369,,
369,,
333,,
281,,
237,,
237,,
238,,
269,,
299,,
324,,
347,,
372,,
411,,
473,,
538,,
545,,
545,,
485,,
421,,
373,,
336,,
296,,
242,,
181,,
151,,
151,,
190,,
229,,
240,,
240,,
228,,
220,,
218,,
218,,
220,,
233,,
258,,
287,,
287,,
286,,
244,,
187,,
134,,
100,,
97,,
97,,
108,,
119,,
132,,
152,,
171,,
171,,
162,,
162,,
167,,
219,,
271,,
271,,
248,,
220,,
220,,
283,,
392,,
546,,
768,,
1087,,
1552,,
2230,,
3204,,
4522,,
6187,,
8155,,
10327,,
12576,,
14758,,
16710,,
18291,,
19355,,
19519,,
19519,,
18524,,
16870,,
14713,,
12269,,
9786,,
7487,,
5534,,
3993,,
2846,,
2034,,
1499,,
1165,,
954,,
797,,
675,,
576,,
497,,
440,,
396,,
351,,
294,,
224,,
158,,
121,,
121,,
132,,
158,,
198,,
250,,
294,,
315,,
327,,
352,,
394,,
430,,
430,,
413,,
380,,
374,,
374,,
397,,
420,,
439,,
447,,
447,,
424,,
394,,
376,,
376,,
376,,
373,,
373,,
382,,
456,,
565,,
658,,
688,,
688,,
688,,
691,,
747,,
825,,
891,,
894,,
894,,
835,,
774,,
739,,
739,,
763,,
784,,
784,,
765,,
765,,
788,,
821,,
821,,
793,,
730,,
661,,
594,,
532,,
480,,
446,,
432,,
427,,
417,,
400,,
385,,
385,,
396,,
414,,
428,,
428,,
412,,
392,,
373,,
350,,
320,,
285,,
257,,
257,,
275,,
314,,
314,,
310,,
271,,
247,,
247,,
247,,
240,,
217,,
190,,
165,,
165,,
178,,
231,,
283,,
283,,
238,,
156,,
113,,
113,,
189,,
298,,
395,,
415,,
415,,
339,,
252,,
196,,
196,,
216,,
247,,
267,,
278,,
278,,
276,,
266,,
259,,
255,,
244,,
238,,
238,,
263,,
263,,
252,,
190,,
127,,
113,,
113,,
178,,
255,,
281,,
281,,
220,,
161,,
130,,
128,,
128,,
148,,
185,,
227,,
255,,
259,,
259,,
253,,
253,,
279,,
321,,
335,,
335,,
291,,
253,,
253,,
245,,
244,,
200,,
131,,
88,,
88,,
167,,
279,,
325,,
325,,
218,,
99,,
47,,
47,,
97,,
126,,
126,,
109,,
109,,
161,,
231,,
259,,
259,,
213,,
207,,
207,,
252,,
271,,
271,,
241,,
206,,
174,,
147,,
132,,
132,,
165,,
216,,
236,,
236,,
185,,
136,,
124,,
124,,
127,,
127,,
111,,
90,,
89,,
89,,
143,,
224,,
294,,
304,,
304,,
268,,
258,,
258,,
282,,
282,,
265,,
212,,
148,,
95,,
95,,
100,,
162,,
222,,
222,,
211,,
162,,
122,,
97,,
74,,
49,,
49,,
66,,
118,,
162,,
162,,
133,,
88,,
88,,
126,,
182,,
182,,
140,,
67,,
67,,
76,,
138,,
138,,
85,,
-30,,
-127,,
-127,,
-122,,
-44,,
37,,
96,,
125,,
133,,
135,,
138,,
156,,
199,,
268,,
352,,
421,,
421,,
385,,
311,,
268,,
268,,
268,,
256,,
204,,
152,,
139,,
139,,
163,,
186,,
193,,
193,,
166,,
134,,
134,,
186,,
273,,
354,,
400,,
400,,
395,,
370,,
350,,
350,,
349,,
349,,
295,,
213,,
141,,
126,,
126,,
191,,
264,,
287,,
287,,
256,,
245,,
245,,
245,,
224,,
174,,
114,,
62,,
46,,
46,,
101,,
176,,
226,,
226,,
170,,
90,,
19,,
-21,,
-36,,
-36,,
-33,,
-21,,
7,,
62,,
138,,
211,,
254,,
254,,
224,,
176,,
142,,
142,,
160,,
172,,
172,,
118,,
47,,
-1,,
-8,,
-8,,
3,,
29,,
83,,
159,,
242,,
331,,
427,,
506,,
507,,
507,,
449,,
391,,
344,,
303,,
263,,
220,,
185,,
185,,
195,,
229,,
231,,
231,,
191,,
146,,
110,,
110,,
127,,
201,,
297,,
375,,
390,,
390,,
352,,
302,,
234,,
139,,
39,,
-29,,
-31,,
-31,,
12,,
81,,
176,,
271,,
325,,
325,,
280,,
203,,
104,,
-5,,
-104,,
-164,,
-164,,
-98,,
2,,
94,,
151,,
174,,
186,,
200,,
200,,
192,,
146,,
85,,
27,,
-24,,
-67,,
-67,,
-58,,
0,,
56,,
73,,
73,,
54,,
50,,
50,,
71,,
110,,
173,,
252,,
318,,
318,,
304,,
245,,
219,,
219,,
260,,
295,,
304,,
304,,
289,,
260,,
212,,
158,,
112,,
82,,
65,,
55,,
52,,
52,,
41,,
0,,
-80,,
-165,,
-165,,
-137,,
0,,
152,,
261,,
297,,
297,,
260,,
225,,
225,,
247,,
247,,
246,,
192,,
138,,
111,,
111,,
127,,
144,,
144,,
143,,
121,,
89,,
59,,
45,,
45,,
68,,
98,,
121,,
134,,
146,,
162,,
180,,
201,,
227,,
243,,
243,,
220,,
191,,
162,,
129,,
94,,
62,,
39,,
30,,
30,,
37,,
45,,
51,,
54,,
59,,
59,,
51,,
6,,
-12,,
-12,,
91,,
228,,
329,,
329,,
318,,
244,,
179,,
179,,
183,,
243,,
304,,
339,,
339,,
323,,
322,,
322,,
355,,
355,,
339,,
254,,
145,,
48,,
-12,,
-12,,
12,,
87,,
166,,
214,,
214,,
207,,
193,,
185,,
183,,
183,,
181,,
171,,
150,,
119,,
83,,
64,,
64,,
116,,
200,,
281,,
291,,
291,,
215,,
117,,
21,,
-53,,
-69,,
-69,,
4,,
95,,
156,,
172,,
175,,
203,,
259,,
315,,
345,,
353,,
364,,
390,,
424,,
450,,
461,,
461,,
443,,
421,,
402,,
386,,
382,,
382,,
394,,
394,,
378,,
351,,
351,,
383,,
432,,
432,,
424,,
337,,
229,,
146,,
135,,
135,,
165,,
170,,
170,,
158,,
158,,
192,,
244,,
290,,
290,,
290,,
244,,
193,,
160,,
160,,
173,,
224,,
304,,
398,,
477,,
485,,
485,,
485,,
497,,
572,,
611,,
611,,
533,,
453,,
437,,
437,,
492,,
575,,
681,,
789,,
862,,
891,,
912,,
974,,
1088,,
1232,,
1375,,
1496,,
1587,,
1655,,
1712,,
1773,,
1859,,
1995,,
2194,,
2443,,
2720,,
3002,,
3288,,
3599,,
3959,,
4353,,
4747,,
5101,,
5415,,
5710,,
6034,,
6441,,
6951,,
7544,,
8183,,
8831,,
9464,,
10071,,
10692,,
11377,,
12170,,
13069,,
14042,,
15032,,
16011,,
16969,,
17940,,
18958,,
20048,,
21236,,
22556,,
24022,,
25586,,
27187,,
28803,,
30448,,
32155,,
33938,,
35805,,
37719,,
39643,,
41549,,
43464,,
45438,,
47510,,
49666,,
51877,,
54116,,
56381,,
58676,,
61016,,
63380,,
65771,,
68186,,
70644,,
73122,,
75600,,
78030,,
80397,,
82679,,
84910,,
87104,,
89272,,
91401,,
93484,,
95477,,
97367,,
99147,,
100849,,
102481,,
104043,,
105498,,
106824,,
108010,,
109062,,
109987,,
110787,,
111438,,
111932,,
112270,,
112486,,
112601,,
112601,,
112461,,
112154,,
111677,,
111053,,
110330,,
109519,,
108604,,
107549,,
106366,,
105096,,
103760,,
102334,,
100796,,
99149,,
97426,,
95631,,
93784,,
91888,,
89936,,
87926,,
85853,,
83741,,
81605,,
79446,,
77254,,
75006,,
72685,,
70307,,
67930,,
65626,,
63419,,
61302,,
59266,,
57312,,
55440,,
53631,,
51862,,
50147,,
48514,,
46985,,
45539,,
44147,,
42780,,
41424,,
40115,,
38887,,
37767,,
36726,,
35738,,
34776,,
33836,,
32933,,
32100,,
31355,,
30682,,
30034,,
29385,,
28744,,
28164,,
27664,,
27233,,
26839,,
26457,,
26078,,
25715,,
25380,,
25063,,
24740,,
24400,,
24064,,
23780,,
23583,,
23471,,
23400,,
23310,,
23168,,
22989,,
22816,,
22673,,
22547,,
22433,,
22345,,
22292,,
22254,,
22204,,
22137,,
22075,,
22037,,
22023,,
22015,,
21987,,
21923,,
21845,,
21791,,
21772,,
21754,,
21713,,
21671,,
21671,,
21688,,
21728,,
21758,,
21773,,
21795,,
21833,,
21849,,
21849,,
21756,,
21606,,
21451,,
21346,,
21337,,
21337,,
21369,,
21372,,
21372,,
21372,,
21378,,
21378,,
21360,,
21328,,
21305,,
21298,,
21293,,
21277,,
21256,,
21256,,
21259,,
21294,,
21334,,
21361,,
21372,,
21372,,
21365,,
21352,,
21342,,
21331,,
21302,,
21243,,
21161,,
21089,,
21049,,
21034,,
21018,,
20982,,
20932,,
20882,,
20843,,
20821,,
20815,,
20815,,
20803,,
20766,,
20711,,
20671,,
20671,,
20722,,
20790,,
20827,,
20827,,
20777,,
20718,,
20679,,
20668,,
20667,,
20664,,
20643,,
20605,,
20555,,
20509,,
20508,,
20508,,
20563,,
20638,,
20706,,
20723,,
20723,,
20677,,
20651,,
20651,,
20725,,
20829,,
20871,,
20871,,
20763,,
20640,,
20591,,
20591,,
20676,,
20799,,
20917,,
20944,,
20944,,
20829,,
20701,,
20626,,
20626,,
20672,,
20742,,
20825,,
20906,,
20956,,
20956,,
20918,,
20869,,
20825,,
20790,,
20763,,
20748,,
20743,,
20730,,
20688,,
20619,,
20551,,
20551,,
20559,,
20647,,
20731,,
20731,,
20673,,
20557,,
20463,,
20418,,
20406,,
20401,,
20395,,
20392,,
20392,,
20394,,
20398,,
20419,,
20463,,
20525,,
20588,,
20636,,
20669,,
20695,,
20714,,
20714,,
20688,,
20625,,
20543,,
20466,,
20412,,
20398,,
20398,,
20413,,
20413,,
20386,,
20334,,
20288,,
20256,,
20244,,
20244,,
20257,,
20270,,
20296,,
20333,,
20389,,
20428,,
20428,,
20372,,
20289,,
20211,,
20160,,
20127,,
20109,,
20109,,
20114,,
20132,,
20149,,
20172,,
20196,,
20222,,
20235,,
20236,,
20236,,
20254,,
20304,,
20386,,
20469,,
20485,,
20485,,
20399,,
20290,,
20216,,
20216,,
20247,,
20309,,
20361,,
20410,,
20442,,
20442,,
20438,,
20423,,
20400,,
20388,,
20388,,
20426,,
20474,,
20474,,
20442,,
20383,,
20353,,
20353,,
20372,,
20388,,
20396,,
20396,,
20385,,
20341,,
20265,,
20162,,
20062,,
19994,,
19994,,
20009,,
20064,,
20113,,
20157,,
20202,,
20257,,
20324,,
20364,,
20364,,
20294,,
20194,,
20115,,
20070,,
20056,,
20049,,
20032,,
19998,,
19941,,
19882,,
19845,,
19845,,
19867,,
19912,,
19957,,
19996,,
19996,,
19989,,
19939,,
19885,,
19847,,
19828,,
19828,,
19830,,
19856,,
19896,,
19932,,
19950,,
19959,,
19972,,
19992,,
20011,,
20037,,
20072,,
20118,,
20156,,
20186,,
20217,,
20267,,
20336,,
20397,,
20430,,
20446,,
20472,,
20534,,
20626,,
20740,,
20862,,
20991,,
21118,,
21239,,
21357,,
21490,,
21651,,
21834,,
22010,,
22155,,
22261,,
22341,,
22422,,
22532,,
22681,,
22867,,
23092,,
23355,,
23622,,
23848,,
24023,,
24184,,
24368,,
24570,,
24775,,
24991,,
25242,,
25535,,
25846,,
26146,,
26421,,
26672,,
26899,,
27114,,
27344,,
27607,,
27899,,
28198,,
28495,,
28811,,
29172,,
29591,,
30063,,
30547,,
30992,,
31380,,
31735,,
32073,,
32411,,
32759,,
33133,,
33540,,
33973,,
34420,,
34853,,
35246,,
35591,,
35901,,
36209,,
36526,,
36863,,
37223,,
37617,,
38039,,
38467,,
38882,,
39286,,
39693,,
40115,,
40542,,
40953,,
41341,,
41711,,
42057,,
42368,,
42642,,
42898,,
43162,,
43448,,
43746,,
44035,,
44298,,
44531,,
44736,,
44903,,
45013,,
45065,,
45094,,
45157,,
45297,,
45510,,
45758,,
45986,,
46151,,
46230,,
46230,,
46201,,
46160,,
46113,,
46034,,
45899,,
45719,,
45535,,
45382,,
45252,,
45097,,
44865,,
44551,,
44202,,
43872,,
43574,,
43295,,
43013,,
42702,,
42334,,
41898,,
41410,,
40901,,
40385,,
39872,,
39361,,
38845,,
38317,,
37791,,
37273,,
36759,,
36215,,
35610,,
34937,,
34226,,
33509,,
32796,,
32083,,
31373,,
30669,,
29980,,
29294,,
28608,,
27915,,
27225,,
26547,,
25889,,
25251,,
24630,,
24000,,
23344,,
22654,,
21972,,
21338,,
20778,,
20272,,
19780,,
19270,,
18732,,
18177,,
17624,,
17069,,
16506,,
15921,,
15337,,
14784,,
14292,,
13860,,
13469,,
13100,,
12756,,
12437,,
12130,,
11808,,
11441,,
11021,,
10563,,
10111,,
9718,,
9424,,
9232,,
9098,,
8951,,
8735,,
8445,,
8110,,
7776,,
7461,,
7176,,
6912,,
6665,,
6427,,
6196,,
5981,,
5792,,
5634,,
5497,,
5359,,
5213,,
5049,,
4877,,
4696,,
4514,,
4348,,
4222,,
4143,,
4099,,
4060,,
3992,,
3870,,
3692,,
3475,,
3253,,
3050,,
2875,,
2716,,
2556,,
2407,,
2290,,
2206,,
2140,,
2085,,
2045,,
2025,,
2017,,
2004,,
1963,,
1887,,
1796,,
1720,,
1671,,
1633,,
1589,,
1542,,
1507,,
1479,,
1428,,
1322,,
1163,,
999,,
885,,
864,,
864,,
901,,
901,,
900,,
846,,
785,,
736,,
698,,
659,,
620,,
593,,
575,,
551,,
515,,
478,,
454,,
437,,
410,,
370,,
327,,
289,,
246,,
188,,
115,,
49,,
38,,
38,,
103,,
181,,
242,,
277,,
290,,
294,,
309,,
344,,
382,,
397,,
397,,
370,,
315,,
219,,
92,,
-12,,
-12,,
12,,
111,,
199,,
235,,
235,,
195,,
150,,
150,,
163,,
218,,
262,,
262,,
224,,
167,,
126,,
126,,
126,,
126,,
106,,
96,,
96,,
111,,
111,,
79,,
32,,
-4,,
-4,,
25,,
93,,
173,,
231,,
231,,
186,,
103,,
33,,
8,,
8,,
36,,
57,,
57,,
20,,
-30,,
-63,,
-63,,
-41,,
-20,,
-8,,
9,,
49,,
105,,
146,,
146,,
115,,
79,,
63,,
63,,
67,,
67,,
54,,
54,,
76,,
125,,
171,,
171,,
149,,
91,,
47,,
26,,
3,,
-44,,
-106,,
-159,,
-169,,
-169,,
-122,,
-66,,
-49,,
-49,,
-95,,
-141,,
-153,,
-153,,
-116,,
-79,,
-79,,
-87,,
-92,,
-92,,
-67,,
-54,,
-53,,
-35,,
9,,
56,,
56,,
15,,
-52,,
-99,,
-99,,
-95,,
-82,,
-68,,
-43,,
-10,,
14,,
14,,
7,,
-12,,
-12,,
13,,
82,,
160,,
210,,
210,,
204,,
174,,
144,,
125,,
114,,
106,,
101,,
97,,
79,,
42,,
-1,,
-19,,
-19,,
0,,
0,,
-41,,
-104,,
-147,,
-147,,
-97,,
-33,,
11,,
18,,
18,,
3,,
3,,
15,,
58,,
103,,
105,,
105,,
70,,
27,,
-26,,
-91,,
-151,,
-189,,
-205,,
-213,,
-225,,
-242,,
-266,,
-292,,
-292,,
-245,,
-152,,
-53,,
14,,
46,,
70,,
109,,
164,,
213,,
213,,
211,,
153,,
86,,
42,,
42,,
77,,
124,,
164,,
186,,
186,,
168,,
135,,
101,,
70,,
42,,
15,,
-13,,
-60,,
-125,,
-186,,
-216,,
-216,,
-194,,
-159,,
-109,,
-46,,
21,,
81,,
92,,
92,,
15,,
-97,,
-205,,
-264,,
-264,,
-207,,
-137,,
-92,,
-89,,
-89,,
-89,,
-81,,
-52,,
-13,,
25,,
42,,
42,,
13,,
-15,,
-28,,
-42,,
-88,,
-155,,
-158,,
-158,,
-71,,
16,,
49,,
49,,
49,,
71,,
143,,
209,,
209,,
207,,
159,,
110,,
72,,
48,,
48,,
55,,
75,,
88,,
88,,
74,,
49,,
19,,
-8,,
-28,,
-50,,
-83,,
-123,,
-148,,
-148,,
-126,,
-126,,
-139,,
-175,,
-175,,
-114,,
-6,,
96,,
141,,
141,,
96,,
52,,
30,,
27,,
26,,
21,,
21,,
21,,
27,,
29,,
36,,
64,,
109,,
149,,
149,,
117,,
46,,
-20,,
-20,,
-6,,
63,,
114,,
114,,
78,,
33,,
-7,,
-46,,
-77,,
-77,,
-71,,
-38,,
-8,,
12,,
25,,
25,,
20,,
-23,,
-108,,
-205,,
-276,,
-285,,
-285,,
-241,,
-186,,
-142,,
-118,,
-108,,
-97,,
-78,,
-50,,
-21,,
5,,
12,,
12,,
-12,,
-45,,
-79,,
-102,,
-102,,
-89,,
-61,,
-29,,
13,,
69,,
105,,
105,,
27,,
-87,,
-177,,
-192,,
-192,,
-172,,
-172,,
-192,,
-216,,
-236,,
-252,,
-252,,
-234,,
-167,,
-70,,
34,,
124,,
141,,
141,,
48,,
-67,,
-163,,
-217,,
-217,,
-204,,
-167,,
-140,,
-140,,
-152,,
-152,,
-128,,
-64,,
18,,
86,,
86,,
68,,
4,,
-41,,
-41,,
-34,,
-34,,
-106,,
-210,,
-292,,
-327,,
-334,,
-338,,
-338,,
-336,,
-329,,
-314,,
-275,,
-210,,
-144,,
-144,,
-149,,
-200,,
-200,,
-166,,
-81,,
-3,,
40,,
56,,
60,,
60,,
48,,
17,,
-18,,
-42,,
-43,,
-43,,
-33,,
-14,,
16,,
61,,
105,,
119,,
119,,
100,,
100,,
94,,
91,,
47,,
-12,,
-24,,
-24,,
15,,
15,,
-1,,
-36,,
-36,,
-12,,
2,,
2,,
-29,,
-68,,
-68,,
-58,,
9,,
92,,
155,,
155,,
144,,
78,,
-15,,
-125,,
-223,,
-266,,
-266,,
-215,,
-158,,
-122,,
-122,,
-119,,
-119,,
-102,,
-78,,
-72,,
-72,,
-108,,
-161,,
-216,,
-258,,
-270,,
-270,,
-238,,
-198,,
-172,,
-172,,
-190,,
-221,,
-254,,
-282,,
-284,,
-284,,
-232,,
-157,,
-76,,
2,,
69,,
69,,
51,,
-77,,
-248,,
-385,,
-399,,
-399,,
-321,,
-246,,
-193,,
-160,,
-141,,
-133,,
-124,,
-98,,
-57,,
-53,,
-53,,
-100,,
-100,,
-99,,
-55,,
-35,,
-34,,
-34,,
-16,,
5,,
5,,
-4,,
-27,,
-46,,
-63,,
-83,,
-112,,
-145,,
-161,,
-161,,
-154,,
-154,,
-191,,
-251,,
-310,,
-321,,
-321,,
-263,,
-174,,
-73,,
10,,
57,,
73,,
76,,
76,,
24,,
-79,,
-188,,
-226,,
-226,,
-172,,
-118,,
-78,,
-47,,
-21,,
-4,,
-4,,
-11,,
-50,,
-109,,
-162,,
-162,,
-128,,
-25,,
92,,
175,,
185,,
185,,
159,,
141,,
125,,
95,,
50,,
16,,
16,,
34,,
60,,
90,,
126,,
126,,
125,,
56,,
-19,,
-57,,
-57,,
-30,,
-3,,
17,,
49,,
106,,
173,,
194,,
194,,
144,,
103,,
80,,
42,,
-40,,
-138,,
-141,,
-141,,
-49,,
23,,
23,,
-9,,
-56,,
-56,,
-16,,
34,,
34,,
-7,,
-105,,
-202,,
-255,,
-255,,
-232,,
-211,,
-186,,
-129,,
-34,,
61,,
61,,
55,,
-23,,
-23,,
-4,,
85,,
147,,
147,,
110,,
56,,
-1,,
-68,,
-128,,
-145,,
-145,,
-132,,
-132,,
-144,,
-144,,
-140,,
-140,,
-141,,
-156,,
-156,,
-126,,
-83,,
-54,,
-54,,
-54,,
-65,,
-89,,
-128,,
-158,,
-158,,
-89,,
37,,
177,,
269,,
269,,
195,,
82,,
-6,,
-44,,
-44,,
-35,,
-34,,
-34,,
-57,,
-101,,
-146,,
-146,,
-138,,
-105,,
-90,,
-87,,
-70,,
-32,,
5,,
5,,
-6,,
-71,,
-168,,
-272,,
-329,,
-329,,
-246,,
-140,,
-71,,
-71,,
-94,,
-118,,
-118,,
-117,,
-117,,
-161,,
-214,,
-247,,
-247,,
-230,,
-191,,
-131,,
-44,,
59,,
152,,
171,,
171,,
89,,
-10,,
-88,,
-133,,
-153,,
-153,,
-139,,
-124,,
-124,,
-122,,
-109,,
-69,,
-21,,
8,,
26,,
45,,
56,,
56,,
30,,
30,,
56,,
115,,
115,,
106,,
12,,
-96,,
-169,,
-169,,
-130,,
-50,,
22,,
42,,
42,,
3,,
-39,,
-74,,
-81,,
-81,,
-47,,
-8,,
12,,
12,,
-14,,
-51,,
-78,,
-96,,
-114,,
-116,,
-116,,
-75,,
-23,,
-23,,
-25,,
-120,,
-249,,
-360,,
-381,,
-381,,
