File exported using Electropherogram Manipulator,,
,,
,,
Data File:,20 tau 0.96,
,,
,,
,,
Sampling Rate:,4,
Total Data Points:,5001,
,,
,RFU,µA
,,
Signal (AU),,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
0.002681768,,
